State,City,UnleadedPetrol,PremiumUnleadedPetrol,UnleadedPetrol E10,UnleadedPetrol 98,Diesel,BiodieselB5,Date
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,241.22,N/A,2026-08-20
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,256.53,N/A,2026-08-20
WESTERN AUSTRALIA,PERTH,193.17,207.22,N/A,220.96,235.06,N/A,2026-08-20
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,265.46,N/A,2026-08-20
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,236.24,N/A,2026-08-19
NEW SOUTH WALES,SYDNEY,192.69,202.73,192.85,216.12,236.15,N/A,2026-08-19
NORTHERN TERRITORY,DARWIN,197.97,210.88,N/A,N/A,242.29,N/A,2026-08-19
QUEENSLAND,BRISBANE,191.07,201.03,192.09,214.63,234.91,241.19,2026-08-19
QUEENSLAND,CAIRNS,197.84,212.85,N/A,N/A,240.66,N/A,2026-08-19
QUEENSLAND,GLADSTONE,197.53,206.70,N/A,N/A,239.07,N/A,2026-08-19
QUEENSLAND,MACKAY,197.81,N/A,N/A,N/A,238.84,N/A,2026-08-19
QUEENSLAND,TOWNSVILLE,197.55,208.40,N/A,223.05,240.39,N/A,2026-08-19
QUEENSLAND,WEIPA,221.47,N/A,N/A,N/A,250.35,N/A,2026-08-19
SOUTH AUSTRALIA,ADELAIDE,191.63,201.23,193.27,215.89,236.27,N/A,2026-08-19
SOUTH AUSTRALIA,PORT LINCOLN,200.23,N/A,N/A,226.52,244.40,N/A,2026-08-19
TASMANIA,DEVONPORT,196.74,209.25,N/A,N/A,239.89,N/A,2026-08-19
TASMANIA,HOBART,196.82,209.31,N/A,224.55,239.16,N/A,2026-08-19
VICTORIA,GEELONG,190.23,200.18,N/A,214.08,236.07,N/A,2026-08-19
VICTORIA,MELBOURNE,190.23,200.18,191.25,214.08,236.07,N/A,2026-08-19
WESTERN AUSTRALIA,BROOME,235.10,245.75,N/A,N/A,264.44,N/A,2026-08-19
WESTERN AUSTRALIA,COCOS Island,N/A,413.11,N/A,N/A,278.00,N/A,2026-08-19
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,254.65,N/A,2026-08-19
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,239.32,N/A,2026-08-19
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,254.65,N/A,2026-08-19
WESTERN AUSTRALIA,PERTH,192.23,206.28,N/A,220.02,233.18,N/A,2026-08-19
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,263.58,N/A,2026-08-19
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,234.04,N/A,2026-08-18
NEW SOUTH WALES,SYDNEY,191.80,201.84,191.96,215.23,233.95,N/A,2026-08-18
NORTHERN TERRITORY,DARWIN,197.07,209.98,N/A,N/A,240.09,N/A,2026-08-18
QUEENSLAND,BRISBANE,190.18,200.13,191.19,213.75,232.69,239.11,2026-08-18
QUEENSLAND,CAIRNS,196.94,211.98,N/A,N/A,238.46,N/A,2026-08-18
QUEENSLAND,GLADSTONE,196.65,205.83,N/A,N/A,236.87,N/A,2026-08-18
QUEENSLAND,MACKAY,196.92,N/A,N/A,N/A,236.64,N/A,2026-08-18
QUEENSLAND,TOWNSVILLE,196.66,207.52,N/A,222.17,238.19,N/A,2026-08-18
QUEENSLAND,WEIPA,220.58,N/A,N/A,N/A,248.16,N/A,2026-08-18
SOUTH AUSTRALIA,ADELAIDE,190.74,200.34,192.38,215.01,234.07,N/A,2026-08-18
SOUTH AUSTRALIA,PORT LINCOLN,199.34,N/A,N/A,225.64,242.20,N/A,2026-08-18
TASMANIA,DEVONPORT,195.84,208.36,N/A,N/A,237.68,N/A,2026-08-18
TASMANIA,HOBART,195.93,208.42,N/A,223.67,236.95,N/A,2026-08-18
VICTORIA,GEELONG,189.34,199.29,N/A,213.20,233.87,N/A,2026-08-18
VICTORIA,MELBOURNE,189.34,199.29,190.34,213.20,233.87,N/A,2026-08-18
WESTERN AUSTRALIA,BROOME,234.32,244.97,N/A,N/A,262.25,N/A,2026-08-18
WESTERN AUSTRALIA,COCOS Island,N/A,412.29,N/A,N/A,275.99,N/A,2026-08-18
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,252.44,N/A,2026-08-18
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,237.12,N/A,2026-08-18
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,252.44,N/A,2026-08-18
WESTERN AUSTRALIA,PERTH,191.31,205.38,N/A,219.13,230.96,N/A,2026-08-18
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,261.37,N/A,2026-08-18
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,232.22,N/A,2026-08-15
NEW SOUTH WALES,SYDNEY,189.96,200.00,190.11,213.40,232.13,N/A,2026-08-15
NORTHERN TERRITORY,DARWIN,195.23,208.13,N/A,N/A,238.25,N/A,2026-08-15
QUEENSLAND,BRISBANE,188.34,198.30,189.35,211.92,230.88,237.42,2026-08-15
QUEENSLAND,CAIRNS,195.11,210.16,N/A,N/A,236.64,N/A,2026-08-15
QUEENSLAND,GLADSTONE,194.81,204.01,N/A,N/A,235.06,N/A,2026-08-15
QUEENSLAND,MACKAY,195.11,N/A,N/A,N/A,234.83,N/A,2026-08-15
QUEENSLAND,TOWNSVILLE,194.82,205.70,N/A,220.34,236.38,N/A,2026-08-15
QUEENSLAND,WEIPA,218.77,N/A,N/A,N/A,246.36,N/A,2026-08-15
SOUTH AUSTRALIA,ADELAIDE,188.89,198.50,190.53,213.16,232.24,N/A,2026-08-15
SOUTH AUSTRALIA,PORT LINCOLN,197.53,N/A,N/A,223.80,240.39,N/A,2026-08-15
TASMANIA,DEVONPORT,194.03,206.55,N/A,N/A,235.87,N/A,2026-08-15
TASMANIA,HOBART,194.12,206.60,N/A,221.85,235.15,N/A,2026-08-15
VICTORIA,GEELONG,187.50,197.44,N/A,211.37,232.06,N/A,2026-08-15
VICTORIA,MELBOURNE,187.50,197.44,188.51,211.37,232.06,N/A,2026-08-15
WESTERN AUSTRALIA,BROOME,232.63,243.29,N/A,N/A,260.45,N/A,2026-08-15
WESTERN AUSTRALIA,COCOS Island,N/A,410.61,N/A,N/A,274.33,N/A,2026-08-15
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,250.60,N/A,2026-08-15
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,235.29,N/A,2026-08-15
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,250.60,N/A,2026-08-15
WESTERN AUSTRALIA,PERTH,189.46,203.53,N/A,217.28,229.13,N/A,2026-08-15
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,259.53,N/A,2026-08-15
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,229.16,N/A,2026-08-14
NEW SOUTH WALES,SYDNEY,187.99,198.03,188.14,211.43,229.09,N/A,2026-08-14
NORTHERN TERRITORY,DARWIN,193.26,206.16,N/A,N/A,235.19,N/A,2026-08-14
QUEENSLAND,BRISBANE,186.37,196.33,187.37,209.95,227.82,234.53,2026-08-14
QUEENSLAND,CAIRNS,193.14,208.18,N/A,N/A,233.60,N/A,2026-08-14
QUEENSLAND,GLADSTONE,192.84,202.03,N/A,N/A,232.00,N/A,2026-08-14
QUEENSLAND,MACKAY,193.13,N/A,N/A,N/A,231.77,N/A,2026-08-14
QUEENSLAND,TOWNSVILLE,192.85,203.72,N/A,218.37,233.33,N/A,2026-08-14
QUEENSLAND,WEIPA,216.83,N/A,N/A,N/A,243.33,N/A,2026-08-14
SOUTH AUSTRALIA,ADELAIDE,186.92,196.53,188.55,211.19,229.20,N/A,2026-08-14
SOUTH AUSTRALIA,PORT LINCOLN,195.57,N/A,N/A,221.83,237.36,N/A,2026-08-14
TASMANIA,DEVONPORT,192.06,204.58,N/A,N/A,232.84,N/A,2026-08-14
TASMANIA,HOBART,192.15,204.63,N/A,219.89,232.11,N/A,2026-08-14
VICTORIA,GEELONG,185.53,195.47,N/A,209.40,229.00,N/A,2026-08-14
VICTORIA,MELBOURNE,185.53,195.47,186.54,209.40,229.00,N/A,2026-08-14
WESTERN AUSTRALIA,BROOME,230.79,241.44,N/A,N/A,257.42,N/A,2026-08-14
WESTERN AUSTRALIA,COCOS Island,N/A,408.82,N/A,N/A,271.54,N/A,2026-08-14
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,247.54,N/A,2026-08-14
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,232.23,N/A,2026-08-14
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,247.54,N/A,2026-08-14
WESTERN AUSTRALIA,PERTH,187.48,201.56,N/A,215.30,226.07,N/A,2026-08-14
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,256.48,N/A,2026-08-14
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,227.08,N/A,2026-08-13
NEW SOUTH WALES,SYDNEY,187.19,197.24,187.33,210.64,227.01,N/A,2026-08-13
NORTHERN TERRITORY,DARWIN,192.42,205.34,N/A,N/A,233.10,N/A,2026-08-13
QUEENSLAND,BRISBANE,185.55,195.53,186.55,209.13,225.74,232.54,2026-08-13
QUEENSLAND,CAIRNS,192.32,207.38,N/A,N/A,231.51,N/A,2026-08-13
QUEENSLAND,GLADSTONE,192.04,201.23,N/A,N/A,229.92,N/A,2026-08-13
QUEENSLAND,MACKAY,192.32,N/A,N/A,N/A,229.69,N/A,2026-08-13
QUEENSLAND,TOWNSVILLE,192.04,202.93,N/A,217.57,231.24,N/A,2026-08-13
QUEENSLAND,WEIPA,216.03,N/A,N/A,N/A,241.26,N/A,2026-08-13
SOUTH AUSTRALIA,ADELAIDE,186.11,195.73,187.73,210.39,227.10,N/A,2026-08-13
SOUTH AUSTRALIA,PORT LINCOLN,194.77,N/A,N/A,221.02,235.28,N/A,2026-08-13
TASMANIA,DEVONPORT,191.26,203.79,N/A,N/A,230.76,N/A,2026-08-13
TASMANIA,HOBART,191.35,203.84,N/A,219.10,230.03,N/A,2026-08-13
VICTORIA,GEELONG,184.72,194.68,N/A,208.60,226.92,N/A,2026-08-13
VICTORIA,MELBOURNE,184.72,194.68,185.71,208.60,226.92,N/A,2026-08-13
WESTERN AUSTRALIA,BROOME,230.10,240.77,N/A,N/A,255.35,N/A,2026-08-13
WESTERN AUSTRALIA,COCOS Island,N/A,408.07,N/A,N/A,269.64,N/A,2026-08-13
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,245.44,N/A,2026-08-13
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,230.14,N/A,2026-08-13
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,245.44,N/A,2026-08-13
WESTERN AUSTRALIA,PERTH,186.66,200.74,N/A,214.49,223.97,N/A,2026-08-13
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,254.38,N/A,2026-08-13
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,227.89,N/A,2026-08-12
NEW SOUTH WALES,SYDNEY,187.90,197.98,188.06,211.39,227.81,N/A,2026-08-12
NORTHERN TERRITORY,DARWIN,193.14,206.07,N/A,N/A,233.89,N/A,2026-08-12
QUEENSLAND,BRISBANE,186.27,196.26,187.26,209.89,226.53,233.27,2026-08-12
QUEENSLAND,CAIRNS,193.05,208.13,N/A,N/A,232.32,N/A,2026-08-12
QUEENSLAND,GLADSTONE,192.78,201.98,N/A,N/A,230.73,N/A,2026-08-12
QUEENSLAND,MACKAY,193.06,N/A,N/A,N/A,230.49,N/A,2026-08-12
QUEENSLAND,TOWNSVILLE,192.76,203.68,N/A,218.33,232.06,N/A,2026-08-12
QUEENSLAND,WEIPA,216.78,N/A,N/A,N/A,242.10,N/A,2026-08-12
SOUTH AUSTRALIA,ADELAIDE,186.84,196.47,188.45,211.15,227.91,N/A,2026-08-12
SOUTH AUSTRALIA,PORT LINCOLN,195.50,N/A,N/A,221.78,236.12,N/A,2026-08-12
TASMANIA,DEVONPORT,191.97,204.52,N/A,N/A,231.58,N/A,2026-08-12
TASMANIA,HOBART,192.06,204.58,N/A,219.85,230.86,N/A,2026-08-12
VICTORIA,GEELONG,185.43,195.40,N/A,209.34,227.71,N/A,2026-08-12
VICTORIA,MELBOURNE,185.43,195.40,186.43,209.34,227.71,N/A,2026-08-12
WESTERN AUSTRALIA,BROOME,231.04,241.73,N/A,N/A,256.19,N/A,2026-08-12
WESTERN AUSTRALIA,COCOS Island,N/A,408.73,N/A,N/A,270.36,N/A,2026-08-12
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,246.25,N/A,2026-08-12
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,230.93,N/A,2026-08-12
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,246.25,N/A,2026-08-12
WESTERN AUSTRALIA,PERTH,187.36,201.47,N/A,215.22,224.76,N/A,2026-08-12
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,255.18,N/A,2026-08-12
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,230.18,N/A,2026-08-11
NEW SOUTH WALES,SYDNEY,189.68,199.76,189.83,213.17,230.10,N/A,2026-08-11
NORTHERN TERRITORY,DARWIN,194.90,207.85,N/A,N/A,236.16,N/A,2026-08-11
QUEENSLAND,BRISBANE,188.05,198.03,189.05,211.66,228.82,235.46,2026-08-11
QUEENSLAND,CAIRNS,194.83,209.92,N/A,N/A,234.61,N/A,2026-08-11
QUEENSLAND,GLADSTONE,194.57,203.78,N/A,N/A,233.01,N/A,2026-08-11
QUEENSLAND,MACKAY,194.85,N/A,N/A,N/A,232.78,N/A,2026-08-11
QUEENSLAND,TOWNSVILLE,194.55,205.48,N/A,220.13,234.34,N/A,2026-08-11
QUEENSLAND,WEIPA,218.58,N/A,N/A,N/A,244.41,N/A,2026-08-11
SOUTH AUSTRALIA,ADELAIDE,188.61,198.24,190.23,212.92,230.20,N/A,2026-08-11
SOUTH AUSTRALIA,PORT LINCOLN,197.31,N/A,N/A,223.55,238.41,N/A,2026-08-11
TASMANIA,DEVONPORT,193.78,206.33,N/A,N/A,236.08,N/A,2026-08-11
TASMANIA,HOBART,193.86,206.38,N/A,221.64,235.36,N/A,2026-08-11
VICTORIA,GEELONG,187.21,197.19,N/A,211.12,230.01,N/A,2026-08-11
VICTORIA,MELBOURNE,187.21,197.19,188.21,211.12,230.01,N/A,2026-08-11
WESTERN AUSTRALIA,BROOME,233.05,243.74,N/A,N/A,260.70,N/A,2026-08-11
WESTERN AUSTRALIA,COCOS Island,N/A,410.34,N/A,N/A,274.41,N/A,2026-08-11
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,250.70,N/A,2026-08-11
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,235.40,N/A,2026-08-11
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,250.70,N/A,2026-08-11
WESTERN AUSTRALIA,PERTH,189.15,203.24,N/A,217.00,229.22,N/A,2026-08-11
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,259.66,N/A,2026-08-11
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,232.32,N/A,2026-08-08
NEW SOUTH WALES,SYDNEY,193.37,203.75,193.49,217.18,232.24,N/A,2026-08-08
NORTHERN TERRITORY,DARWIN,198.56,211.82,N/A,N/A,238.28,N/A,2026-08-08
QUEENSLAND,BRISBANE,191.72,202.03,192.71,215.67,230.96,237.40,2026-08-08
QUEENSLAND,CAIRNS,198.51,213.93,N/A,N/A,236.75,N/A,2026-08-08
QUEENSLAND,GLADSTONE,198.25,207.78,N/A,N/A,235.15,N/A,2026-08-08
QUEENSLAND,MACKAY,198.55,N/A,N/A,N/A,234.92,N/A,2026-08-08
QUEENSLAND,TOWNSVILLE,198.22,209.48,N/A,224.15,236.49,N/A,2026-08-08
QUEENSLAND,WEIPA,222.29,N/A,N/A,N/A,246.60,N/A,2026-08-08
SOUTH AUSTRALIA,ADELAIDE,192.28,202.24,193.89,216.92,232.35,N/A,2026-08-08
SOUTH AUSTRALIA,PORT LINCOLN,200.98,N/A,N/A,227.56,240.58,N/A,2026-08-08
TASMANIA,DEVONPORT,197.46,210.32,N/A,N/A,238.24,N/A,2026-08-08
TASMANIA,HOBART,197.55,210.38,N/A,225.67,237.51,N/A,2026-08-08
VICTORIA,GEELONG,190.88,201.17,N/A,215.13,232.14,N/A,2026-08-08
VICTORIA,MELBOURNE,190.88,201.17,191.86,215.13,232.14,N/A,2026-08-08
WESTERN AUSTRALIA,BROOME,237.00,248.00,N/A,N/A,262.89,N/A,2026-08-08
WESTERN AUSTRALIA,COCOS Island,N/A,413.95,N/A,N/A,276.37,N/A,2026-08-08
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,252.82,N/A,2026-08-08
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,237.53,N/A,2026-08-08
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,252.82,N/A,2026-08-08
WESTERN AUSTRALIA,PERTH,192.80,207.21,N/A,220.98,231.36,N/A,2026-08-08
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,261.80,N/A,2026-08-08
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,235.84,N/A,2026-08-07
NEW SOUTH WALES,SYDNEY,196.46,206.94,196.59,220.39,235.76,N/A,2026-08-07
NORTHERN TERRITORY,DARWIN,201.67,215.02,N/A,N/A,241.78,N/A,2026-08-07
QUEENSLAND,BRISBANE,194.82,205.23,195.81,218.88,234.48,240.79,2026-08-07
QUEENSLAND,CAIRNS,201.62,217.14,N/A,N/A,240.27,N/A,2026-08-07
QUEENSLAND,GLADSTONE,201.38,210.99,N/A,N/A,238.68,N/A,2026-08-07
QUEENSLAND,MACKAY,201.66,N/A,N/A,N/A,238.45,N/A,2026-08-07
QUEENSLAND,TOWNSVILLE,201.33,212.69,N/A,227.37,240.01,N/A,2026-08-07
QUEENSLAND,WEIPA,225.41,N/A,N/A,N/A,250.13,N/A,2026-08-07
SOUTH AUSTRALIA,ADELAIDE,195.38,205.44,197.00,220.13,235.87,N/A,2026-08-07
SOUTH AUSTRALIA,PORT LINCOLN,204.11,N/A,N/A,230.77,244.11,N/A,2026-08-07
TASMANIA,DEVONPORT,200.56,213.52,N/A,N/A,241.77,N/A,2026-08-07
TASMANIA,HOBART,200.65,213.58,N/A,228.87,241.04,N/A,2026-08-07
VICTORIA,GEELONG,193.97,204.36,N/A,218.33,235.66,N/A,2026-08-07
VICTORIA,MELBOURNE,193.97,204.36,194.96,218.33,235.66,N/A,2026-08-07
WESTERN AUSTRALIA,BROOME,240.28,251.37,N/A,N/A,266.42,N/A,2026-08-07
WESTERN AUSTRALIA,COCOS Island,N/A,416.85,N/A,N/A,279.55,N/A,2026-08-07
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,256.32,N/A,2026-08-07
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,241.04,N/A,2026-08-07
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,256.32,N/A,2026-08-07
WESTERN AUSTRALIA,PERTH,195.89,210.40,N/A,224.19,234.87,N/A,2026-08-07
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,265.32,N/A,2026-08-07
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,239.40,N/A,2026-08-06
NEW SOUTH WALES,SYDNEY,197.77,208.33,197.88,221.76,239.34,N/A,2026-08-06
NORTHERN TERRITORY,DARWIN,202.96,216.39,N/A,N/A,245.36,N/A,2026-08-06
QUEENSLAND,BRISBANE,196.13,206.60,197.10,220.26,238.04,244.31,2026-08-06
QUEENSLAND,CAIRNS,202.94,218.52,N/A,N/A,243.84,N/A,2026-08-06
QUEENSLAND,GLADSTONE,202.68,212.37,N/A,N/A,242.24,N/A,2026-08-06
QUEENSLAND,MACKAY,202.97,N/A,N/A,N/A,242.01,N/A,2026-08-06
QUEENSLAND,TOWNSVILLE,202.65,214.07,N/A,228.77,243.57,N/A,2026-08-06
QUEENSLAND,WEIPA,226.73,N/A,N/A,N/A,253.73,N/A,2026-08-06
SOUTH AUSTRALIA,ADELAIDE,196.69,206.81,198.29,221.52,239.45,N/A,2026-08-06
SOUTH AUSTRALIA,PORT LINCOLN,205.43,N/A,N/A,232.16,247.70,N/A,2026-08-06
TASMANIA,DEVONPORT,201.87,214.91,N/A,N/A,245.34,N/A,2026-08-06
TASMANIA,HOBART,201.96,214.96,N/A,230.25,244.62,N/A,2026-08-06
VICTORIA,GEELONG,195.27,205.73,N/A,219.70,239.23,N/A,2026-08-06
VICTORIA,MELBOURNE,195.27,205.73,196.24,219.70,239.23,N/A,2026-08-06
WESTERN AUSTRALIA,BROOME,241.76,252.93,N/A,N/A,270.01,N/A,2026-08-06
WESTERN AUSTRALIA,COCOS Island,N/A,418.10,N/A,N/A,282.79,N/A,2026-08-06
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,259.89,N/A,2026-08-06
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,244.61,N/A,2026-08-06
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,259.89,N/A,2026-08-06
WESTERN AUSTRALIA,PERTH,197.18,211.77,N/A,225.57,238.43,N/A,2026-08-06
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,268.88,N/A,2026-08-06
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,239.35,N/A,2026-08-05
NEW SOUTH WALES,SYDNEY,199.18,209.81,199.30,223.27,239.28,N/A,2026-08-05
NORTHERN TERRITORY,DARWIN,204.35,217.87,N/A,N/A,245.28,N/A,2026-08-05
QUEENSLAND,BRISBANE,197.54,208.10,198.51,221.76,237.97,244.29,2026-08-05
QUEENSLAND,CAIRNS,204.34,220.02,N/A,N/A,243.78,N/A,2026-08-05
QUEENSLAND,GLADSTONE,204.09,213.87,N/A,N/A,242.18,N/A,2026-08-05
QUEENSLAND,MACKAY,204.39,N/A,N/A,N/A,241.95,N/A,2026-08-05
QUEENSLAND,TOWNSVILLE,204.05,215.58,N/A,230.27,243.52,N/A,2026-08-05
QUEENSLAND,WEIPA,228.15,N/A,N/A,N/A,253.69,N/A,2026-08-05
SOUTH AUSTRALIA,ADELAIDE,198.10,208.31,199.69,223.01,239.38,N/A,2026-08-05
SOUTH AUSTRALIA,PORT LINCOLN,206.83,N/A,N/A,233.65,247.64,N/A,2026-08-05
TASMANIA,DEVONPORT,203.29,216.40,N/A,N/A,245.30,N/A,2026-08-05
TASMANIA,HOBART,203.38,216.46,N/A,231.77,244.57,N/A,2026-08-05
VICTORIA,GEELONG,196.69,207.23,N/A,221.20,239.16,N/A,2026-08-05
VICTORIA,MELBOURNE,196.69,207.23,197.66,221.20,239.16,N/A,2026-08-05
WESTERN AUSTRALIA,BROOME,243.33,254.58,N/A,N/A,269.97,N/A,2026-08-05
WESTERN AUSTRALIA,COCOS Island,N/A,419.44,N/A,N/A,282.72,N/A,2026-08-05
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,259.81,N/A,2026-08-05
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,244.54,N/A,2026-08-05
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,259.81,N/A,2026-08-05
WESTERN AUSTRALIA,PERTH,198.58,213.25,N/A,227.05,238.35,N/A,2026-08-05
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,268.82,N/A,2026-08-05
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,240.56,N/A,2026-08-04
NEW SOUTH WALES,SYDNEY,200.29,211.20,200.41,224.65,240.49,N/A,2026-08-04
NORTHERN TERRITORY,DARWIN,205.47,219.23,N/A,N/A,246.48,N/A,2026-08-04
QUEENSLAND,BRISBANE,198.65,209.47,199.62,223.15,239.21,245.43,2026-08-04
QUEENSLAND,CAIRNS,205.48,221.42,N/A,N/A,245.00,N/A,2026-08-04
QUEENSLAND,GLADSTONE,205.23,215.27,N/A,N/A,243.40,N/A,2026-08-04
QUEENSLAND,MACKAY,205.52,N/A,N/A,N/A,243.17,N/A,2026-08-04
QUEENSLAND,TOWNSVILLE,205.19,216.98,N/A,231.68,244.74,N/A,2026-08-04
QUEENSLAND,WEIPA,229.32,N/A,N/A,N/A,254.95,N/A,2026-08-04
SOUTH AUSTRALIA,ADELAIDE,199.21,209.68,200.81,224.40,240.61,N/A,2026-08-04
SOUTH AUSTRALIA,PORT LINCOLN,207.96,N/A,N/A,235.04,248.88,N/A,2026-08-04
TASMANIA,DEVONPORT,204.41,217.80,N/A,N/A,246.52,N/A,2026-08-04
TASMANIA,HOBART,204.50,217.86,N/A,233.17,245.80,N/A,2026-08-04
VICTORIA,GEELONG,197.79,208.60,N/A,222.59,240.38,N/A,2026-08-04
VICTORIA,MELBOURNE,197.79,208.60,198.77,222.59,240.38,N/A,2026-08-04
WESTERN AUSTRALIA,BROOME,244.64,256.16,N/A,N/A,271.23,N/A,2026-08-04
WESTERN AUSTRALIA,COCOS Island,N/A,420.69,N/A,N/A,283.81,N/A,2026-08-04
WESTERN AUSTRALIA,DAMPIER,N/A,N/A,N/A,N/A,261.02,N/A,2026-08-04
WESTERN AUSTRALIA,ESPERANCE,N/A,N/A,N/A,N/A,245.74,N/A,2026-08-04
WESTERN AUSTRALIA,KING BAY,N/A,N/A,N/A,N/A,261.02,N/A,2026-08-04
WESTERN AUSTRALIA,PERTH,199.68,214.62,N/A,228.44,239.55,N/A,2026-08-04
WESTERN AUSTRALIA,PORT HEDLAND,N/A,N/A,N/A,N/A,270.02,N/A,2026-08-04
NEW SOUTH WALES,NEWCASTLE,N/A,N/A,N/A,N/A,241.19,N/A,2026-08-03
NEW SOUTH WALES,SYDNEY,201.39,212.47,201.51,225.92,241.12,N/A,2026-08-03
NORTHERN TERRITORY,DARWIN,206.55,220.51,N/A,N/A,247.09,N/A,2026-08-03
QUEENSLAND,BRISBANE,199.74,210.73,200.72,224.40,239.82,246.03,2026-08-03
QUEENSLAND,CAIRNS,206.56,222.70,N/A,N/A,245.62,N/A,2026-08-03
QUEENSLAND,GLADSTONE,206.33,216.55,N/A,N/A,244.02,N/A,2026-08-03
QUEENSLAND,MACKAY,206.62,N/A,N/A,N/A,243.79,N/A,2026-08-03
QUEENSLAND,TOWNSVILLE,206.27,218.25,N/A,232.94,245.36,N/A,2026-08-03
QUEENSLAND,WEIPA,230.41,N/A,N/A,N/A,255.57,N/A,2026-08-03
SOUTH AUSTRALIA,ADELAIDE,200.31,210.95,201.92,225.67,241.23,N/A,2026-08-03
SOUTH AUSTRALIA,PORT LINCOLN,209.06,N/A,N/A,236.30,249.51,N/A,2026-08-03
TASMANIA,DEVONPORT,205.50,219.05,N/A,N/A,247.15,N/A,2026-08-03
TASMANIA,HOBART,205.59,219.11,N/A,234.42,246.42,N/A,2026-08-03
VICTORIA,GEELONG,198.89,209.87,N/A,223.85,241.00,N/A,2026-08-03
